0.415,0.996,0.664,0.996,0.415,3.738,e-min
0.415,0.996,0.996,0.664,0.415,3.738,e-min
0.664,0.415,0.415,0.996,0.415,3.738,e-min
0.664,0.415,0.664,0.996,0.415,3.738,e-min
0.664,0.415,0.996,0.415,0.415,3.738,e-min
0.664,0.415,0.996,0.664,0.415,3.738,e-min
0.664,0.415,0.996,0.996,0.415,3.738,e-min
0.664,0.664,0.415,0.996,0.415,3.738,e-min
0.664,0.664,0.996,0.415,0.415,3.738,e-min
0.664,0.996,0.415,0.415,0.415,3.738,e-min
0.664,0.996,0.415,0.664,0.415,3.738,e-min
0.664,0.996,0.415,0.996,0.415,3.738,e-min
0.664,0.996,0.664,0.415,0.415,3.738,e-min
0.664,0.996,0.996,0.415,0.415,3.738,e-min
0.996,0.415,0.415,0.664,0.415,3.738,e-min
0.996,0.415,0.664,0.415,0.415,3.738,e-min
0.996,0.415,0.664,0.664,0.415,3.738,e-min
0.996,0.415,0.664,0.996,0.415,3.738,e-min
0.996,0.415,0.996,0.664,0.415,3.738,e-min
0.996,0.664,0.415,0.415,0.415,3.738,e-min
0.996,0.664,0.415,0.664,0.415,3.738,e-min
0.996,0.664,0.415,0.996,0.415,3.738,e-min
0.996,0.664,0.664,0.415,0.415,3.738,e-min
0.996,0.664,0.996,0.415,0.415,3.738,e-min
0.996,0.996,0.415,0.664,0.415,3.738,e-min
0.996,0.996,0.664,0.415,0.415,3.738,e-min
0.498,0.498,0.833,0.083,0.498,3.738,F-Maj
0.498,0.498,0.083,0.833,0.498,3.738,F-Maj
0.498,0.833,0.498,0.083,0.498,3.738,F-Maj
0.498,0.833,0.833,0.083,0.498,3.738,F-Maj
0.498,0.833,0.083,0.498,0.498,3.738,F-Maj
0.498,0.833,0.083,0.833,0.498,3.738,F-Maj
0.498,0.833,0.083,0.083,0.498,3.738,F-Maj
0.498,0.083,0.498,0.833,0.498,3.738,F-Maj
0.498,0.083,0.833,0.498,0.498,3.738,F-Maj
0.498,0.083,0.833,0.833,0.498,3.738,F-Maj
0.498,0.083,0.833,0.083,0.498,3.738,F-Maj
0.498,0.083,0.083,0.833,0.498,3.738,F-Maj
0.833,0.498,0.498,0.083,0.498,3.738,F-Maj
0.833,0.498,0.833,0.083,0.498,3.738,F-Maj
0.833,0.498,0.083,0.498,0.498,3.738,F-Maj
0.833,0.498,0.083,0.833,0.498,3.738,F-Maj
0.833,0.498,0.083,0.083,0.498,3.738,F-Maj
0.833,0.833,0.498,0.083,0.498,3.738,F-Maj
0.833,0.833,0.083,0.498,0.498,3.738,F-Maj
0.833,0.083,0.498,0.498,0.498,3.738,F-Maj
0.833,0.083,0.498,0.833,0.498,3.738,F-Maj
0.833,0.083,0.498,0.083,0.498,3.738,F-Maj
0.833,0.083,0.833,0.498,0.498,3.738,F-Maj
0.833,0.083,0.083,0.498,0.498,3.738,F-Maj
0.083,0.498,0.498,0.833,0.498,3.738,F-Maj
0.083,0.498,0.833,0.498,0.498,3.738,F-Maj
0.083,0.498,0.833,0.833,0.498,3.738,F-Maj
0.083,0.498,0.833,0.083,0.498,3.738,F-Maj
0.083,0.498,0.083,0.833,0.498,3.738,F-Maj
0.083,0.833,0.498,0.498,0.498,3.738,F-Maj
0.083,0.833,0.498,0.833,0.498,3.738,F-Maj
0.083,0.833,0.498,0.083,0.498,3.738,F-Maj
0.083,0.833,0.833,0.498,0.498,3.738,F-Maj
0.083,0.833,0.083,0.498,0.498,3.738,F-Maj
0.083,0.083,0.498,0.833,0.498,3.738,F-Maj
0.083,0.083,0.833,0.498,0.498,3.738,F-Maj
0.664,0.664,0.996,0.249,0.664,3.738,G-Maj
0.664,0.664,0.249,0.996,0.664,3.738,G-Maj
0.664,0.996,0.664,0.249,0.664,3.738,G-Maj
0.664,0.996,0.996,0.249,0.664,3.738,G-Maj
0.664,0.996,0.249,0.664,0.664,3.738,G-Maj
0.664,0.996,0.249,0.996,0.664,3.738,G-Maj
0.664,0.996,0.249,0.249,0.664,3.738,G-Maj
0.664,0.249,0.664,0.996,0.664,3.738,G-Maj
0.664,0.249,0.996,0.664,0.664,3.738,G-Maj
0.664,0.249,0.996,0.996,0.664,3.738,G-Maj
0.664,0.249,0.996,0.249,0.664,3.738,G-Maj
0.664,0.249,0.249,0.996,0.664,3.738,G-Maj
0.996,0.664,0.664,0.249,0.664,3.738,G-Maj
0.996,0.664,0.996,0.249,0.664,3.738,G-Maj
0.996,0.664,0.249,0.664,0.664,3.738,G-Maj
0.996,0.664,0.249,0.996,0.664,3.738,G-Maj
0.996,0.664,0.249,0.249,0.664,3.738,G-Maj
0.996,0.996,0.664,0.249,0.664,3.738,G-Maj
0.996,0.996,0.249,0.664,0.664,3.738,G-Maj
0.996,0.249,0.664,0.664,0.664,3.738,G-Maj
0.996,0.249,0.664,0.996,0.664,3.738,G-Maj
0.996,0.249,0.664,0.249,0.664,3.738,G-Maj
0.996,0.249,0.996,0.664,0.664,3.738,G-Maj
0.996,0.249,0.249,0.664,0.664,3.738,G-Maj
0.249,0.664,0.664,0.996,0.664,3.738,G-Maj
0.249,0.664,0.996,0.664,0.664,3.738,G-Maj
0.249,0.664,0.996,0.996,0.664,3.738,G-Maj
0.249,0.664,0.996,0.249,0.664,3.738,G-Maj
0.249,0.664,0.249,0.996,0.664,3.738,G-Maj
0.249,0.996,0.664,0.664,0.664,3.738,G-Maj
0.249,0.996,0.664,0.996,0.664,3.738,G-Maj
0.249,0.996,0.664,0.249,0.664,3.738,G-Maj
0.249,0.996,0.996,0.664,0.664,3.738,G-Maj
0.249,0.996,0.249,0.664,0.664,3.738,G-Maj
0.249,0.249,0.664,0.996,0.664,3.738,G-Maj
0.249,0.249,0.996,0.664,0.664,3.738,G-Maj
0.664,0.664,0.996,0.498,0.664,3.738,G-Maj7
0.664,0.664,0.249,0.498,0.664,3.738,G-Maj7
0.664,0.664,0.498,0.996,0.664,3.738,G-Maj7
0.664,0.996,0.664,0.498,0.664,3.738,G-Maj7
0.664,0.996,0.996,0.498,0.664,3.738,G-Maj7
0.664,0.996,0.249,0.498,0.664,3.738,G-Maj7
0.664,0.996,0.498,0.664,0.664,3.738,G-Maj7
0.664,0.996,0.498,0.996,0.664,3.738,G-Maj7
0.664,0.996,0.498,0.249,0.664,3.738,G-Maj7
0.664,0.996,0.498,0.498,0.664,3.738,G-Maj7
0.664,0.249,0.664,0.498,0.664,3.738,G-Maj7
0.664,0.249,0.996,0.498,0.664,3.738,G-Maj7
0.664,0.249,0.498,0.996,0.664,3.738,G-Maj7
0.664,0.498,0.664,0.996,0.664,3.738,G-Maj7
0.664,0.498,0.996,0.664,0.664,3.738,G-Maj7
0.664,0.498,0.996,0.996,0.664,3.738,G-Maj7
0.664,0.498,0.996,0.249,0.664,3.738,G-Maj7
0.664,0.498,0.996,0.498,0.664,3.738,G-Maj7
0.664,0.498,0.249,0.996,0.664,3.738,G-Maj7
0.664,0.498,0.498,0.996,0.664,3.738,G-Maj7
0.996,0.664,0.664,0.498,0.664,3.738,G-Maj7
0.996,0.664,0.996,0.498,0.664,3.738,G-Maj7
0.996,0.664,0.249,0.498,0.664,3.738,G-Maj7
0.996,0.664,0.498,0.664,0.664,3.738,G-Maj7
0.996,0.664,0.498,0.996,0.664,3.738,G-Maj7
0.996,0.664,0.498,0.249,0.664,3.738,G-Maj7
0.996,0.664,0.498,0.498,0.664,3.738,G-Maj7
0.996,0.996,0.664,0.498,0.664,3.738,G-Maj7
0.996,0.996,0.249,0.498,0.664,3.738,G-Maj7
0.996,0.996,0.498,0.664,0.664,3.738,G-Maj7
0.996,0.996,0.498,0.249,0.664,3.738,G-Maj7
0.996,0.249,0.664,0.498,0.664,3.738,G-Maj7
0.996,0.249,0.996,0.498,0.664,3.738,G-Maj7
0.996,0.249,0.249,0.498,0.664,3.738,G-Maj7
0.996,0.249,0.498,0.664,0.664,3.738,G-Maj7
0.996,0.249,0.498,0.996,0.664,3.738,G-Maj7
0.996,0.249,0.498,0.249,0.664,3.738,G-Maj7
0.996,0.249,0.498,0.498,0.664,3.738,G-Maj7
0.996,0.498,0.664,0.664,0.664,3.738,G-Maj7
0.996,0.498,0.664,0.996,0.664,3.738,G-Maj7
0.996,0.498,0.664,0.249,0.664,3.738,G-Maj7
0.996,0.498,0.664,0.498,0.664,3.738,G-Maj7
0.996,0.498,0.996,0.664,0.664,3.738,G-Maj7
0.996,0.498,0.996,0.249,0.664,3.738,G-Maj7
0.996,0.498,0.249,0.664,0.664,3.738,G-Maj7
0.996,0.498,0.249,0.996,0.664,3.738,G-Maj7
0.996,0.498,0.249,0.249,0.664,3.738,G-Maj7
0.996,0.498,0.249,0.498,0.664,3.738,G-Maj7
0.996,0.498,0.498,0.664,0.664,3.738,G-Maj7
0.996,0.498,0.498,0.249,0.664,3.738,G-Maj7
0.249,0.664,0.996,0.498,0.664,3.738,G-Maj7
0.249,0.664,0.498,0.996,0.664,3.738,G-Maj7
0.249,0.996,0.664,0.498,0.664,3.738,G-Maj7
0.249,0.996,0.996,0.498,0.664,3.738,G-Maj7
0.249,0.996,0.249,0.498,0.664,3.738,G-Maj7
0.249,0.996,0.498,0.664,0.664,3.738,G-Maj7
0.249,0.996,0.498,0.996,0.664,3.738,G-Maj7
0.249,0.996,0.498,0.249,0.664,3.738,G-Maj7
0.249,0.996,0.498,0.498,0.664,3.738,G-Maj7
0.249,0.249,0.996,0.498,0.664,3.738,G-Maj7
0.249,0.249,0.498,0.996,0.664,3.738,G-Maj7
0.249,0.498,0.664,0.996,0.664,3.738,G-Maj7
0.249,0.498,0.996,0.664,0.664,3.738,G-Maj7
0.249,0.498,0.996,0.996,0.664,3.738,G-Maj7
0.249,0.498,0.996,0.249,0.664,3.738,G-Maj7
0.249,0.498,0.996,0.498,0.664,3.738,G-Maj7
0.249,0.498,0.249,0.996,0.664,3.738,G-Maj7
0.249,0.498,0.498,0.996,0.664,3.738,G-Maj7
0.498,0.664,0.664,0.996,0.664,3.738,G-Maj7
0.498,0.664,0.996,0.664,0.664,3.738,G-Maj7
0.498,0.664,0.996,0.996,0.664,3.738,G-Maj7
0.498,0.664,0.996,0.249,0.664,3.738,G-Maj7
0.498,0.664,0.996,0.498,0.664,3.738,G-Maj7
0.498,0.664,0.249,0.996,0.664,3.738,G-Maj7
0.498,0.664,0.498,0.996,0.664,3.738,G-Maj7
0.498,0.996,0.664,0.996,0.664,3.738,G-Maj7
0.498,0.996,0.664,0.249,0.664,3.738,G-Maj7
0.498,0.996,0.664,0.498,0.664,3.738,G-Maj7
0.498,0.996,0.996,0.664,0.664,3.738,G-Maj7
0.498,0.996,0.996,0.249,0.664,3.738,G-Maj7
0.498,0.996,0.249,0.664,0.664,3.738,G-Maj7
0.498,0.996,0.249,0.996,0.664,3.738,G-Maj7
0.498,0.996,0.249,0.249,0.664,3.738,G-Maj7
0.498,0.996,0.249,0.498,0.664,3.738,G-Maj7
0.498,0.996,0.498,0.664,0.664,3.738,G-Maj7
0.498,0.996,0.498,0.249,0.664,3.738,G-Maj7
0.498,0.249,0.664,0.996,0.664,3.738,G-Maj7
0.498,0.249,0.996,0.664,0.664,3.738,G-Maj7
0.498,0.249,0.996,0.996,0.664,3.738,G-Maj7
0.498,0.249,0.996,0.249,0.664,3.738,G-Maj7
0.498,0.249,0.996,0.498,0.664,3.738,G-Maj7
0.498,0.249,0.249,0.996,0.664,3.738,G-Maj7
0.498,0.249,0.498,0.996,0.664,3.738,G-Maj7
0.498,0.498,0.664,0.996,0.664,3.738,G-Maj7
0.498,0.498,0.996,0.664,0.664,3.738,G-Maj7
0.498,0.498,0.996,0.249,0.664,3.738,G-Maj7
0.498,0.498,0.249,0.996,0.664,3.738,G-Maj7
0.833,0.833,0.083,0.415,0.833,3.738,a-min
0.833,0.833,0.415,0.083,0.833,3.738,a-min
0.833,0.083,0.833,0.415,0.833,3.738,a-min
0.833,0.083,0.083,0.415,0.833,3.738,a-min
0.833,0.083,0.415,0.833,0.833,3.738,a-min
0.833,0.083,0.415,0.083,0.833,3.738,a-min
0.833,0.083,0.415,0.415,0.833,3.738,a-min
0.833,0.415,0.833,0.083,0.833,3.738,a-min
0.833,0.415,0.083,0.833,0.833,3.738,a-min
0.833,0.415,0.083,0.083,0.833,3.738,a-min
0.833,0.415,0.083,0.415,0.833,3.738,a-min
0.833,0.415,0.415,0.083,0.833,3.738,a-min
0.083,0.833,0.833,0.415,0.833,3.738,a-min
0.083,0.833,0.083,0.415,0.833,3.738,a-min
0.083,0.833,0.415,0.833,0.833,3.738,a-min
0.083,0.833,0.415,0.083,0.833,3.738,a-min
0.083,0.833,0.415,0.415,0.833,3.738,a-min
0.083,0.083,0.833,0.415,0.833,3.738,a-min
0.083,0.083,0.415,0.833,0.833,3.738,a-min
0.083,0.415,0.833,0.833,0.833,3.738,a-min
0.083,0.415,0.833,0.083,0.833,3.738,a-min
0.083,0.415,0.833,0.415,0.833,3.738,a-min
0.083,0.415,0.083,0.833,0.833,3.738,a-min
0.083,0.415,0.415,0.833,0.833,3.738,a-min
0.415,0.833,0.833,0.083,0.833,3.738,a-min
0.415,0.833,0.083,0.833,0.833,3.738,a-min
0.415,0.833,0.083,0.083,0.833,3.738,a-min
0.415,0.833,0.083,0.415,0.833,3.738,a-min
0.415,0.833,0.415,0.083,0.833,3.738,a-min
0.415,0.083,0.833,0.833,0.833,3.738,a-min
0.415,0.083,0.833,0.083,0.833,3.738,a-min
0.415,0.083,0.833,0.415,0.833,3.738,a-min
0.415,0.083,0.083,0.833,0.833,3.738,a-min
0.415,0.083,0.415,0.833,0.833,3.738,a-min
0.415,0.415,0.833,0.083,0.833,3.738,a-min
0.415,0.415,0.083,0.833,0.833,3.738,a-min
0.498,0.498,0.747,0.083,0.498,3.32,f-min
0.498,0.498,0.083,0.747,0.498,3.32,f-min
0.498,0.747,0.498,0.083,0.498,3.32,f-min
0.498,0.747,0.747,0.083,0.498,3.32,f-min
0.498,0.747,0.083,0.498,0.498,3.32,f-min
0.498,0.747,0.083,0.747,0.498,3.32,f-min
0.498,0.747,0.083,0.083,0.498,3.32,f-min
0.498,0.083,0.498,0.747,0.498,3.32,f-min
0.498,0.083,0.747,0.498,0.498,3.32,f-min
0.498,0.083,0.747,0.747,0.498,3.32,f-min
0.498,0.083,0.747,0.083,0.498,3.32,f-min
0.498,0.083,0.083,0.747,0.498,3.32,f-min
0.747,0.498,0.498,0.083,0.498,3.32,f-min
0.747,0.498,0.747,0.083,0.498,3.32,f-min
0.747,0.498,0.083,0.498,0.498,3.32,f-min
0.747,0.498,0.083,0.747,0.498,3.32,f-min
0.747,0.498,0.083,0.083,0.498,3.32,f-min
0.747,0.747,0.498,0.083,0.498,3.32,f-min
0.747,0.747,0.083,0.498,0.498,3.32,f-min
0.747,0.083,0.498,0.498,0.498,3.32,f-min
0.747,0.083,0.498,0.747,0.498,3.32,f-min
0.747,0.083,0.498,0.083,0.498,3.32,f-min
0.747,0.083,0.747,0.498,0.498,3.32,f-min
0.747,0.083,0.083,0.498,0.498,3.32,f-min
0.083,0.498,0.498,0.747,0.498,3.32,f-min
0.083,0.498,0.747,0.498,0.498,3.32,f-min
0.083,0.498,0.747,0.747,0.498,3.32,f-min
0.083,0.498,0.747,0.083,0.498,3.32,f-min
0.083,0.498,0.083,0.747,0.498,3.32,f-min
0.083,0.747,0.498,0.498,0.498,3.32,f-min
0.083,0.747,0.498,0.747,0.498,3.32,f-min
0.083,0.747,0.498,0.083,0.498,3.32,f-min
0.083,0.747,0.747,0.498,0.498,3.32,f-min
0.083,0.747,0.083,0.498,0.498,3.32,f-min
0.083,0.083,0.498,0.747,0.498,3.32,f-min
0.083,0.083,0.747,0.498,0.498,3.32,f-min
0.747,0.747,0.083,0.332,0.747,3.32,Ab-Maj
0.747,0.747,0.332,0.083,0.747,3.32,Ab-Maj
0.747,0.083,0.747,0.332,0.747,3.32,Ab-Maj
0.747,0.083,0.083,0.332,0.747,3.32,Ab-Maj
0.747,0.083,0.332,0.747,0.747,3.32,Ab-Maj
0.747,0.083,0.332,0.083,0.747,3.32,Ab-Maj
0.747,0.083,0.332,0.332,0.747,3.32,Ab-Maj
0.747,0.332,0.747,0.083,0.747,3.32,Ab-Maj
0.747,0.332,0.083,0.747,0.747,3.32,Ab-Maj
0.747,0.332,0.083,0.083,0.747,3.32,Ab-Maj
0.747,0.332,0.083,0.332,0.747,3.32,Ab-Maj
0.747,0.332,0.332,0.083,0.747,3.32,Ab-Maj
0.083,0.747,0.747,0.332,0.747,3.32,Ab-Maj
0.083,0.747,0.083,0.332,0.747,3.32,Ab-Maj
0.083,0.747,0.332,0.747,0.747,3.32,Ab-Maj
0.083,0.747,0.332,0.083,0.747,3.32,Ab-Maj
0.083,0.747,0.332,0.332,0.747,3.32,Ab-Maj
0.083,0.083,0.747,0.332,0.747,3.32,Ab-Maj
0.083,0.083,0.332,0.747,0.747,3.32,Ab-Maj
0.083,0.332,0.747,0.747,0.747,3.32,Ab-Maj
0.083,0.332,0.747,0.083,0.747,3.32,Ab-Maj
0.083,0.332,0.747,0.332,0.747,3.32,Ab-Maj
0.083,0.332,0.083,0.747,0.747,3.32,Ab-Maj
0.083,0.332,0.332,0.747,0.747,3.32,Ab-Maj
0.332,0.747,0.747,0.083,0.747,3.32,Ab-Maj
0.332,0.747,0.083,0.747,0.747,3.32,Ab-Maj
0.332,0.747,0.083,0.083,0.747,3.32,Ab-Maj
0.332,0.747,0.083,0.332,0.747,3.32,Ab-Maj
0.332,0.747,0.332,0.083,0.747,3.32,Ab-Maj
0.332,0.083,0.747,0.747,0.747,3.32,Ab-Maj
0.332,0.083,0.747,0.083,0.747,3.32,Ab-Maj
0.332,0.083,0.747,0.332,0.747,3.32,Ab-Maj
0.332,0.083,0.083,0.747,0.747,3.32,Ab-Maj
0.332,0.083,0.332,0.747,0.747,3.32,Ab-Maj
0.332,0.332,0.747,0.083,0.747,3.32,Ab-Maj
0.332,0.332,0.083,0.747,0.747,3.32,Ab-Maj
0.747,0.747,0.083,0.581,0.747,3.32,Ab-Maj7
0.747,0.747,0.581,0.083,0.747,3.32,Ab-Maj7
0.747,0.083,0.747,0.581,0.747,3.32,Ab-Maj7
0.747,0.083,0.083,0.581,0.747,3.32,Ab-Maj7
0.747,0.083,0.332,0.581,0.747,3.32,Ab-Maj7
0.747,0.083,0.581,0.747,0.747,3.32,Ab-Maj7
0.747,0.083,0.581,0.083,0.747,3.32,Ab-Maj7
0.747,0.083,0.581,0.332,0.747,3.32,Ab-Maj7
0.747,0.083,0.581,0.581,0.747,3.32,Ab-Maj7
0.747,0.332,0.083,0.581,0.747,3.32,Ab-Maj7]
0.747,0.332,0.581,0.083,0.747,3.32,Ab-Maj7
0.747,0.581,0.747,0.083,0.747,3.32,Ab-Maj7
0.747,0.581,0.083,0.747,0.747,3.32,Ab-Maj7
0.747,0.581,0.083,0.083,0.747,3.32,Ab-Maj7
0.747,0.581,0.083,0.332,0.747,3.32,Ab-Maj7
0.747,0.581,0.083,0.581,0.747,3.32,Ab-Maj7
0.747,0.581,0.332,0.083,0.747,3.32,Ab-Maj7
0.747,0.581,0.581,0.083,0.747,3.32,Ab-Maj7
0.083,0.747,0.747,0.581,0.747,3.32,Ab-Maj7
0.083,0.747,0.083,0.581,0.747,3.32,Ab-Maj7
0.083,0.747,0.332,0.581,0.747,3.32,Ab-Maj7
0.083,0.747,0.581,0.747,0.747,3.32,Ab-Maj7
0.083,0.747,0.581,0.083,0.747,3.32,Ab-Maj7
0.083,0.747,0.581,0.332,0.747,3.32,Ab-Maj7
0.083,0.747,0.581,0.581,0.747,3.32,Ab-Maj7
0.083,0.083,0.747,0.581,0.747,3.32,Ab-Maj7
0.083,0.083,0.332,0.581,0.747,3.32,Ab-Maj7
0.083,0.083,0.581,0.747,0.747,3.32,Ab-Maj7
0.083,0.083,0.581,0.332,0.747,3.32,Ab-Maj7
0.083,0.332,0.747,0.581,0.747,3.32,Ab-Maj7
0.083,0.332,0.083,0.581,0.747,3.32,Ab-Maj7
0.083,0.332,0.332,0.581,0.747,3.32,Ab-Maj7
0.083,0.332,0.581,0.747,0.747,3.32,Ab-Maj7
0.083,0.332,0.581,0.083,0.747,3.32,Ab-Maj7
0.083,0.332,0.581,0.332,0.747,3.32,Ab-Maj7
0.083,0.332,0.581,0.581,0.747,3.32,Ab-Maj7
0.083,0.581,0.747,0.747,0.747,3.32,Ab-Maj7
0.083,0.581,0.747,0.083,0.747,3.32,Ab-Maj7
0.083,0.581,0.747,0.332,0.747,3.32,Ab-Maj7
0.083,0.581,0.747,0.581,0.747,3.32,Ab-Maj7
0.083,0.581,0.083,0.747,0.747,3.32,Ab-Maj7
0.083,0.581,0.083,0.332,0.747,3.32,Ab-Maj7
0.083,0.581,0.332,0.747,0.747,3.32,Ab-Maj7
0.083,0.581,0.332,0.083,0.747,3.32,Ab-Maj7
0.083,0.581,0.332,0.332,0.747,3.32,Ab-Maj7
0.083,0.581,0.332,0.581,0.747,3.32,Ab-Maj7
0.083,0.581,0.581,0.747,0.747,3.32,Ab-Maj7
0.083,0.581,0.581,0.332,0.747,3.32,Ab-Maj7
0.332,0.747,0.083,0.581,0.747,3.32,Ab-Maj7
0.332,0.747,0.581,0.083,0.747,3.32,Ab-Maj7
0.332,0.083,0.747,0.581,0.747,3.32,Ab-Maj7
0.332,0.083,0.083,0.581,0.747,3.32,Ab-Maj7
0.332,0.083,0.332,0.581,0.747,3.32,Ab-Maj7
0.332,0.083,0.581,0.747,0.747,3.32,Ab-Maj7
0.332,0.083,0.581,0.083,0.747,3.32,Ab-Maj7
0.332,0.083,0.581,0.332,0.747,3.32,Ab-Maj7
0.332,0.083,0.581,0.581,0.747,3.32,Ab-Maj7
0.332,0.332,0.747,0.083,0.747,3.32,Ab-Maj7
0.332,0.332,0.083,0.747,0.747,3.32,Ab-Maj7
0.332,0.332,0.083,0.581,0.747,3.32,Ab-Maj7
0.332,0.332,0.581,0.083,0.747,3.32,Ab-Maj7
0.332,0.581,0.747,0.083,0.747,3.32,Ab-Maj7
0.332,0.581,0.083,0.747,0.747,3.32,Ab-Maj7
0.332,0.581,0.083,0.083,0.747,3.32,Ab-Maj7
0.332,0.581,0.083,0.332,0.747,3.32,Ab-Maj7
0.332,0.581,0.083,0.581,0.747,3.32,Ab-Maj7
0.332,0.581,0.332,0.083,0.747,3.32,Ab-Maj7
0.332,0.581,0.581,0.083,0.747,3.32,Ab-Maj7
0.581,0.747,0.747,0.083,0.747,3.32,Ab-Maj7
0.581,0.747,0.083,0.747,0.747,3.32,Ab-Maj7
0.581,0.747,0.083,0.083,0.747,3.32,Ab-Maj7
0.581,0.747,0.083,0.332,0.747,3.32,Ab-Maj7
0.581,0.747,0.083,0.581,0.747,3.32,Ab-Maj7
0.581,0.747,0.332,0.083,0.747,3.32,Ab-Maj7
0.581,0.747,0.581,0.083,0.747,3.32,Ab-Maj7
0.581,0.083,0.747,0.747,0.747,3.32,Ab-Maj7
